SquareFeet,PropertyType,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Floors,Garage,Price
2198,Independent House,2,2.5,Downtown,1957,1,0,18722000.0
1447,Apartment,3,2.0,Downtown,1991,1,1,12849000.0
1114,Independent House,3,1.0,Downtown,1998,2,0,13283000.0
2413,Independent House,2,2.0,Downtown,1955,2,1,19968000.0
1310,Independent House,3,1.0,Suburban,2022,3,1,14402000.0
1992,Independent House,4,1.5,Rural,1991,1,1,15045000.0
1799,Penthouse,4,1.0,Suburban,2021,1,1,19380000.0
1641,Apartment,3,1.5,Suburban,1981,2,0,12519000.0
1011,Independent House,2,1.5,Suburban,1964,2,0,10860000.0
831,Apartment,2,2.0,Suburban,2018,3,1,9667000.0
1554,Apartment,1,3.5,Downtown,1976,1,1,12430000.0
3013,Independent House,4,2.0,Downtown,2015,3,1,25451000.0
1729,Independent House,3,2.5,Rural,2008,1,0,13550000.0
117975,Agricultural Land,0,0.0,Rural,1950,0,0,13040000.0
3036,Independent House,2,2.0,Downtown,1977,2,1,24015000.0
41256,Agricultural Land,0,0.0,Downtown,1950,0,0,9152000.0
1140,Apartment,3,2.5,Suburban,1973,3,0,10036000.0
1069,Apartment,1,2.5,Suburban,2000,2,0,9577000.0
1412,Apartment,2,2.0,Suburban,1970,1,1,10886000.0
676,Apartment,2,1.5,Downtown,1980,1,1,8424000.0
1023,Independent House,3,1.5,Rural,2024,3,1,10146000.0
2838,Villa,4,2.5,Suburban,1999,2,0,27646000.0
1275,Apartment,2,2.0,Downtown,1989,1,1,11404000.0
159377,Agricultural Land,0,0.0,Suburban,1950,0,0,19165000.0
1671,Penthouse,3,3.0,Downtown,2017,1,1,19484000.0
1311,Apartment,1,1.5,Suburban,1965,3,1,10326000.0
1088,Apartment,1,1.0,Suburban,2025,3,1,9758000.0
977,Apartment,1,2.0,Suburban,2012,2,1,9304000.0
1787,Apartment,3,3.0,Suburban,2005,3,0,14443000.0
971,Apartment,3,2.0,Downtown,1973,1,0,9986000.0
1756,Independent House,2,2.5,Suburban,1977,2,1,15539000.0
1076,Apartment,3,1.5,Suburban,1980,2,1,9669000.0
3429,Independent House,4,2.0,Suburban,1964,2,1,24591000.0
47567,Agricultural Land,0,0.0,Downtown,1950,0,0,9342000.0
3579,Villa,4,2.5,Suburban,1991,1,1,33115000.0
78356,Agricultural Land,0,0.0,Suburban,1950,0,0,10640000.0
943,Apartment,1,3.0,Suburban,1999,3,0,8993000.0
1672,Independent House,4,1.0,Suburban,1954,2,1,15552000.0
3438,Independent House,4,2.0,Suburban,1997,1,0,25244000.0
858,Apartment,1,2.5,Rural,1962,3,0,6509000.0
906,Apartment,2,1.0,Downtown,1981,2,1,9833000.0
2918,Villa,3,2.5,Suburban,2016,3,0,28754000.0
4797,Villa,4,2.0,Suburban,1979,3,1,40707000.0
1245,Independent House,4,1.5,Suburban,1955,3,1,13541000.0
2658,Independent House,3,3.0,Suburban,1974,1,0,20661000.0
1186,Independent House,3,1.5,Rural,1977,2,0,10763000.0
1524,Apartment,1,4.0,Suburban,2011,2,1,12906000.0
1384,Apartment,3,3.0,Rural,1971,2,1,9856000.0
1007,Apartment,1,2.5,Downtown,2017,1,1,10558000.0
1748,Apartment,1,1.0,Suburban,1964,3,1,12651000.0
201685,Agricultural Land,0,0.0,Suburban,1950,0,0,24044000.0
1562,Independent House,4,3.5,Suburban,1975,1,0,15591000.0
2450,Villa,3,2.5,Suburban,2012,2,1,25192000.0
1551,Apartment,1,1.5,Suburban,1967,3,1,11552000.0
2193,Independent House,3,2.0,Suburban,2022,1,1,19036000.0
1662,Apartment,1,1.5,Suburban,2012,1,1,11633000.0
668,Apartment,3,4.0,Suburban,2011,1,0,8583000.0
980,Apartment,1,3.0,Suburban,2017,1,0,9156000.0
1556,Penthouse,4,3.5,Suburban,1997,3,1,18235000.0
3100,Villa,3,2.5,Downtown,1999,1,1,30316000.0
2122,Independent House,2,2.0,Suburban,2012,3,0,17761000.0
1915,Independent House,2,1.5,Suburban,2018,1,1,16435000.0
83246,Agricultural Land,0,0.0,Downtown,1950,0,0,13333000.0
1060,Apartment,2,1.5,Downtown,1955,2,1,10124000.0
778,Apartment,3,1.5,Downtown,2007,1,1,9996000.0
1443,Apartment,3,2.0,Rural,2000,1,1,9661000.0
2073,Penthouse,4,3.5,Suburban,1961,2,0,20785000.0
174695,Agricultural Land,0,0.0,Downtown,1950,0,0,23233000.0
1148,Apartment,2,4.0,Rural,1996,3,0,8276000.0
97868,Agricultural Land,0,0.0,Downtown,1950,0,0,15000000.0
1525,Penthouse,3,1.5,Downtown,1958,1,1,17324000.0
1631,Apartment,3,2.5,Rural,1956,1,0,10035000.0
1968,Independent House,3,2.0,Rural,1978,2,1,14973000.0
3010,Independent House,4,2.0,Suburban,2000,3,0,23077000.0
172084,Agricultural Land,0,0.0,Suburban,1950,0,0,20555000.0
748,Apartment,1,2.5,Suburban,2004,2,0,8266000.0
3011,Penthouse,4,2.0,Rural,2008,1,0,24372000.0
1648,Apartment,3,3.5,Suburban,2005,3,1,13302000.0
2454,Villa,5,2.5,Downtown,1971,1,1,26340000.0
2954,Independent House,2,2.5,Suburban,1967,2,1,22722000.0
1554,Independent House,3,1.5,Rural,2007,1,1,12947000.0
1924,Penthouse,4,1.5,Rural,1989,2,1,17684000.0
1792,Penthouse,4,2.0,Suburban,1980,2,0,18744000.0
121898,Agricultural Land,0,0.0,Suburban,1950,0,0,15488000.0
1030,Apartment,3,2.5,Downtown,2005,3,1,11676000.0
4451,Villa,3,3.5,Suburban,1984,2,1,38024000.0
916,Apartment,3,2.0,Suburban,1975,3,0,8550000.0
1397,Independent House,2,2.5,Downtown,2017,3,0,15406000.0
2347,Independent House,4,2.0,Rural,1983,3,1,17350000.0
2588,Independent House,4,1.5,Rural,2025,3,1,19462000.0
1595,Independent House,2,2.5,Downtown,1965,3,1,15981000.0
162205,Agricultural Land,0,0.0,Rural,1950,0,0,17825000.0
1464,Apartment,2,2.5,Suburban,1991,2,1,11972000.0
3743,Villa,3,1.5,Suburban,1954,2,0,32439000.0
1915,Independent House,3,1.5,Rural,2010,3,1,15520000.0
1308,Apartment,3,2.0,Downtown,1993,2,0,11705000.0
1085,Apartment,3,1.5,Suburban,1984,3,0,10168000.0
176873,Agricultural Land,0,0.0,Suburban,1950,0,0,21732000.0
146533,Agricultural Land,0,0.0,Suburban,1950,0,0,18104000.0
91940,Agricultural Land,0,0.0,Suburban,1950,0,0,12694000.0
116106,Agricultural Land,0,0.0,Downtown,1950,0,0,17274000.0
1675,Apartment,1,3.5,Suburban,1950,2,1,12255000.0
2244,Independent House,2,2.0,Downtown,1992,3,0,20076000.0
3251,Villa,4,1.0,Downtown,1981,1,1,31179000.0
2166,Independent House,3,1.5,Downtown,2012,1,0,19005000.0
3028,Independent House,3,3.5,Suburban,1982,3,0,23606000.0
1362,Independent House,2,2.5,Rural,2015,2,0,12250000.0
3429,Independent House,4,2.5,Rural,1979,3,1,23472000.0
3318,Independent House,2,1.0,Rural,1959,2,1,21668000.0
1637,Apartment,3,3.0,Rural,1972,3,1,10969000.0
3345,Independent House,2,2.0,Downtown,1988,3,1,25571000.0
1233,Independent House,2,2.5,Suburban,1994,2,1,13050000.0
2731,Independent House,3,3.5,Suburban,1978,2,0,21247000.0
626,Apartment,3,1.0,Downtown,1979,3,1,9179000.0
3294,Villa,3,2.0,Suburban,1983,1,1,30305000.0
692,Apartment,1,1.0,Suburban,2001,1,1,7375000.0
1308,Independent House,4,2.0,Rural,1971,1,1,11709000.0
1551,Penthouse,3,1.5,Suburban,1954,1,1,17030000.0
1318,Independent House,4,3.5,Rural,1960,1,1,12549000.0
780,Apartment,2,2.0,Downtown,1981,2,1,9699000.0
3392,Villa,4,2.5,Downtown,1973,1,0,31897000.0
1646,Independent House,4,3.0,Rural,1960,2,1,13907000.0
3408,Penthouse,4,4.0,Downtown,1960,1,1,29977000.0
3761,Villa,5,2.0,Suburban,1966,2,0,33793000.0
3083,Villa,3,2.0,Suburban,1981,1,0,28196000.0
3244,Independent House,2,1.0,Rural,1976,1,1,21628000.0
1244,Apartment,3,1.0,Downtown,1981,2,1,11868000.0
1570,Apartment,1,2.5,Downtown,2010,2,0,13106000.0
3302,Independent House,3,1.0,Suburban,1974,3,1,24436000.0
3024,Independent House,2,2.0,Suburban,2013,1,1,23292000.0
1335,Independent House,2,1.0,Suburban,2013,1,1,14169000.0
1589,Apartment,3,2.5,Rural,1977,2,1,10662000.0
1499,Apartment,2,2.0,Suburban,1989,2,1,11644000.0
2278,Independent House,2,1.0,Rural,1963,1,1,15932000.0
1113,Apartment,1,1.5,Downtown,1991,1,0,10352000.0
3829,Villa,5,2.0,Suburban,1988,2,1,34643000.0
841,Apartment,3,2.5,Rural,1951,2,0,6475000.0
3196,Independent House,3,2.0,Suburban,1950,1,0,23075000.0
64749,Agricultural Land,0,0.0,Downtown,1950,0,0,11827000.0
1356,Apartment,1,3.0,Rural,1981,2,1,8900000.0
3259,Independent House,4,1.0,Suburban,2013,2,0,24772000.0
1267,Apartment,3,1.0,Rural,1980,1,1,8089000.0
2393,Villa,5,1.0,Downtown,2007,3,1,26469000.0
3178,Independent House,3,2.0,Suburban,1963,2,0,23473000.0
1255,Independent House,4,2.5,Rural,2018,3,0,12134000.0
2502,Independent House,3,1.0,Suburban,1965,2,1,20106000.0
105634,Agricultural Land,0,0.0,Downtown,1950,0,0,16000000.0
662,Apartment,2,2.5,Downtown,2018,3,1,10116000.0
1006,Apartment,1,2.0,Downtown,2003,2,1,10661000.0
170959,Agricultural Land,0,0.0,Suburban,1950,0,0,20561000.0
2860,Independent House,2,4.0,Suburban,1962,3,0,21916000.0
121184,Agricultural Land,0,0.0,Downtown,1950,0,0,17591000.0
1258,Independent House,3,2.5,Downtown,1980,3,1,15237000.0
2222,Penthouse,3,2.5,Suburban,2018,2,0,21449000.0
2282,Independent House,2,2.0,Suburban,1970,3,1,18650000.0
2413,Villa,5,4.0,Suburban,1979,1,0,25163000.0
92951,Agricultural Land,0,0.0,Suburban,1950,0,0,12261000.0
2694,Independent House,2,4.0,Rural,1972,1,1,19277000.0
1668,Apartment,2,2.0,Downtown,1987,1,1,13861000.0
1412,Apartment,1,2.0,Suburban,1978,3,1,11070000.0
930,Apartment,3,2.0,Suburban,1981,2,1,8786000.0
764,Apartment,2,2.0,Downtown,2011,3,1,10082000.0
1688,Apartment,1,2.0,Suburban,1994,2,0,12211000.0
1386,Independent House,3,1.5,Rural,1998,3,1,12370000.0
2518,Independent House,2,3.5,Downtown,1982,2,0,21210000.0
2817,Independent House,4,2.0,Downtown,1953,3,1,23421000.0
3617,Villa,3,3.0,Suburban,1967,3,1,32110000.0
1653,Apartment,2,2.0,Suburban,2019,1,0,12506000.0
927,Apartment,2,2.5,Suburban,2013,3,1,9432000.0
919,Apartment,2,1.5,Suburban,1977,1,1,8966000.0
1398,Independent House,2,2.5,Rural,2007,2,1,12235000.0
704,Apartment,1,2.0,Downtown,2005,2,1,8872000.0
1295,Apartment,1,2.0,Downtown,1969,1,1,10939000.0
1329,Independent House,4,3.0,Downtown,1983,3,1,15499000.0
2159,Penthouse,4,1.0,Suburban,1959,2,1,20519000.0
1670,Apartment,3,2.0,Suburban,1971,3,1,13030000.0
4446,Villa,5,1.5,Rural,1954,3,1,35914000.0
2620,Villa,4,3.0,Suburban,1993,3,0,26669000.0
3472,Penthouse,4,1.5,Suburban,1958,2,1,29004000.0
216370,Agricultural Land,0,0.0,Downtown,1950,0,0,28432000.0
913,Apartment,2,2.5,Suburban,1992,2,1,9096000.0
1770,Apartment,2,1.5,Downtown,1953,3,1,13999000.0
57440,Agricultural Land,0,0.0,Rural,1950,0,0,6320000.0
2607,Independent House,3,2.0,Suburban,1991,1,0,20019000.0
2675,Independent House,2,3.0,Downtown,2014,1,1,22269000.0
4257,Villa,4,1.5,Suburban,1990,1,0,35884000.0
3874,Villa,3,2.5,Downtown,2013,3,0,35119000.0
115656,Agricultural Land,0,0.0,Suburban,1950,0,0,14813000.0
143370,Agricultural Land,0,0.0,Downtown,1950,0,0,20147000.0
2184,Villa,5,1.5,Suburban,2004,1,1,24135000.0
659,Apartment,3,2.0,Suburban,1967,2,1,8348000.0
46347,Agricultural Land,0,0.0,Suburban,1950,0,0,7153000.0
1370,Apartment,3,2.0,Suburban,1965,1,1,10823000.0
1163,Apartment,3,2.0,Downtown,1995,1,1,11388000.0
183114,Agricultural Land,0,0.0,Suburban,1950,0,0,21830000.0
695,Apartment,3,2.5,Suburban,1985,3,1,8707000.0
1588,Apartment,2,2.5,Suburban,2015,2,1,12502000.0
1712,Apartment,2,1.5,Rural,1993,2,1,10387000.0
189015,Agricultural Land,0,0.0,Downtown,1950,0,0,25218000.0
3278,Independent House,3,2.0,Suburban,1954,1,1,24185000.0
2767,Villa,5,1.0,Suburban,1978,3,1,27298000.0
874,Apartment,3,2.5,Suburban,1953,3,1,9096000.0
1745,Penthouse,3,3.0,Suburban,1998,1,1,19084000.0
1610,Penthouse,4,1.5,Downtown,2021,2,1,19767000.0
833,Apartment,2,1.5,Suburban,1957,2,1,7881000.0
3464,Independent House,4,1.0,Downtown,2001,2,1,27480000.0
1277,Apartment,3,4.0,Suburban,2018,3,1,12411000.0
94281,Agricultural Land,0,0.0,Suburban,1950,0,0,12858000.0
2602,Villa,5,3.0,Downtown,1970,1,0,27299000.0
177859,Agricultural Land,0,0.0,Suburban,1950,0,0,21308000.0
1306,Apartment,1,2.0,Downtown,1976,3,1,11819000.0
2350,Penthouse,3,2.0,Suburban,1987,2,1,21671000.0
2917,Penthouse,3,1.5,Suburban,1954,3,1,25423000.0
4322,Villa,3,2.0,Suburban,2010,2,1,37197000.0
135526,Agricultural Land,0,0.0,Rural,1950,0,0,15225000.0
1110,Independent House,3,2.5,Suburban,1957,1,1,12813000.0
689,Apartment,3,2.0,Downtown,1967,2,0,8815000.0
2562,Villa,3,3.0,Rural,1953,1,1,23289000.0
3103,Villa,5,2.0,Downtown,1953,3,1,30715000.0
2356,Independent House,3,1.0,Suburban,1986,3,1,19346000.0
1724,Apartment,2,2.5,Rural,1964,3,0,10598000.0
3179,Independent House,2,2.0,Suburban,1987,2,0,23628000.0
1636,Apartment,2,3.5,Downtown,1976,1,0,13706000.0
2464,Independent House,3,2.0,Downtown,1997,3,1,21498000.0
1897,Villa,4,2.0,Downtown,1995,3,1,23207000.0
2943,Villa,5,2.5,Suburban,1995,1,1,28744000.0
892,Apartment,3,2.0,Downtown,1997,2,0,10720000.0
2839,Independent House,2,2.0,Suburban,2008,3,0,21145000.0
1624,Apartment,1,4.0,Suburban,1953,2,0,11646000.0
1171,Apartment,2,1.5,Rural,2024,2,1,8712000.0
1749,Penthouse,4,1.5,Rural,1968,2,0,16438000.0
53401,Agricultural Land,0,0.0,Rural,1950,0,0,6455000.0
3091,Independent House,3,3.0,Downtown,2006,3,1,25373000.0
3406,Penthouse,4,1.0,Suburban,1968,3,1,28325000.0
209588,Agricultural Land,0,0.0,Suburban,1950,0,0,25047000.0
2567,Penthouse,3,1.5,Downtown,1991,1,1,24610000.0
1701,Apartment,2,2.0,Suburban,1954,1,1,12028000.0
32150,Agricultural Land,0,0.0,Rural,1950,0,0,3718000.0
2816,Independent House,2,1.5,Downtown,1997,2,1,22737000.0
852,Apartment,3,4.0,Downtown,1974,3,1,11202000.0
731,Apartment,2,2.0,Downtown,2016,2,1,9352000.0
2907,Independent House,3,2.0,Suburban,1975,1,0,21081000.0
1073,Apartment,2,1.5,Rural,2023,2,1,8064000.0
1732,Apartment,3,1.5,Downtown,2011,2,1,14857000.0
1305,Apartment,3,2.5,Suburban,1956,3,1,11058000.0
2558,Penthouse,4,2.0,Rural,1993,2,1,21213000.0
212317,Agricultural Land,0,0.0,Suburban,1950,0,0,25550000.0
874,Apartment,1,2.5,Suburban,1976,2,0,8049000.0
16158,Agricultural Land,0,0.0,Downtown,1950,0,0,6145000.0
112832,Agricultural Land,0,0.0,Suburban,1950,0,0,14323000.0
1763,Penthouse,4,1.5,Suburban,1991,3,1,18382000.0
1121,Apartment,3,2.5,Suburban,2022,3,1,11217000.0
4810,Villa,4,1.5,Downtown,2005,1,1,41871000.0
156543,Agricultural Land,0,0.0,Downtown,1950,0,0,21461000.0
2582,Villa,4,2.0,Suburban,1952,3,1,25569000.0
1710,Apartment,3,2.5,Suburban,1962,2,0,13279000.0
1534,Independent House,2,1.0,Rural,2019,1,1,12632000.0
2009,Villa,4,2.0,Rural,2008,1,1,20045000.0
3093,Independent House,2,1.0,Downtown,1987,1,1,24596000.0
625,Apartment,1,2.0,Rural,2017,1,1,5270000.0
774,Apartment,3,2.5,Downtown,2018,2,1,10806000.0
3039,Penthouse,4,1.0,Suburban,1950,2,0,25781000.0
122853,Agricultural Land,0,0.0,Suburban,1950,0,0,15620000.0
1758,Apartment,2,3.5,Downtown,1999,2,1,15219000.0
44333,Agricultural Land,0,0.0,Downtown,1950,0,0,8630000.0
1779,Apartment,2,2.0,Suburban,2022,2,1,13775000.0
3672,Villa,3,3.5,Suburban,1958,1,0,32288000.0
2167,Penthouse,3,1.0,Suburban,2002,2,1,21648000.0
1646,Penthouse,4,3.5,Suburban,1959,1,1,17480000.0
38786,Agricultural Land,0,0.0,Rural,1950,0,0,4560000.0
619,Apartment,3,1.0,Suburban,1978,3,1,7922000.0
217569,Agricultural Land,0,0.0,Suburban,1950,0,0,25753000.0
1506,Apartment,3,2.0,Suburban,1985,2,1,12121000.0
4791,Villa,3,3.5,Downtown,1976,3,1,41640000.0
2710,Villa,3,1.5,Downtown,1967,3,0,27052000.0
2200,Villa,4,1.0,Suburban,1967,2,0,22575000.0
1549,Apartment,3,2.5,Suburban,1958,1,1,11958000.0
152266,Agricultural Land,0,0.0,Rural,1950,0,0,17152000.0
1066,Apartment,1,2.0,Downtown,2016,3,0,10662000.0
1581,Apartment,3,2.0,Downtown,1956,2,1,12709000.0
3710,Villa,3,1.0,Downtown,2007,3,0,34171000.0
1100,Independent House,3,2.5,Downtown,1979,3,1,14058000.0
2050,Penthouse,3,1.5,Suburban,2022,2,1,20516000.0
3400,Independent House,2,3.5,Rural,2010,3,1,23708000.0
895,Apartment,3,2.5,Suburban,1966,1,0,8940000.0
1852,Penthouse,3,2.5,Suburban,2002,1,0,18891000.0
2018,Independent House,2,1.5,Suburban,1955,3,1,17179000.0
1779,Apartment,1,3.0,Downtown,1988,3,1,14588000.0
2897,Villa,5,2.0,Rural,1974,2,0,25786000.0
1979,Independent House,2,3.0,Suburban,1991,1,0,17161000.0
3155,Villa,4,1.5,Downtown,1991,3,1,30770000.0
1738,Independent House,4,2.5,Suburban,2008,1,1,15953000.0
2476,Penthouse,4,2.0,Suburban,1987,3,0,23130000.0
2871,Penthouse,4,1.0,Downtown,1980,2,0,26316000.0
4080,Villa,5,2.0,Downtown,1978,2,1,37465000.0
1623,Apartment,1,1.5,Suburban,1958,1,1,11049000.0
1601,Penthouse,4,2.0,Downtown,1950,1,1,18550000.0
2752,Villa,5,2.0,Downtown,2021,3,0,28592000.0
2280,Villa,3,2.0,Suburban,1996,3,1,24227000.0
2237,Independent House,4,2.5,Suburban,2025,3,1,19955000.0
165153,Agricultural Land,0,0.0,Suburban,1950,0,0,20330000.0
2772,Villa,5,2.0,Rural,1959,1,1,25413000.0
1303,Apartment,3,1.0,Suburban,1965,2,0,10594000.0
3382,Independent House,2,2.5,Suburban,1996,2,0,24279000.0
149649,Agricultural Land,0,0.0,Rural,1950,0,0,16509000.0
1474,Apartment,2,3.5,Suburban,1992,1,1,11612000.0
160004,Agricultural Land,0,0.0,Downtown,1950,0,0,21138000.0
4211,Villa,4,1.5,Suburban,1973,2,1,36646000.0
3907,Villa,5,1.5,Suburban,1957,1,1,34596000.0
1159,Apartment,3,2.0,Suburban,2024,3,1,10923000.0
716,Apartment,1,2.5,Rural,1975,1,1,5276000.0
164006,Agricultural Land,0,0.0,Suburban,1950,0,0,20031000.0
1514,Apartment,3,2.5,Rural,1956,2,1,9849000.0
2467,Penthouse,3,2.5,Downtown,1964,1,0,23675000.0
2568,Independent House,4,1.0,Suburban,1997,1,1,20522000.0
643,Apartment,2,3.0,Rural,1952,1,1,5107000.0
1108,Apartment,3,2.0,Downtown,1965,1,1,11178000.0
3011,Independent House,3,1.5,Downtown,1963,2,1,23569000.0
193409,Agricultural Land,0,0.0,Suburban,1950,0,0,23487000.0
2315,Independent House,2,1.0,Suburban,2024,3,1,19253000.0
1848,Independent House,2,2.0,Downtown,1952,2,1,17361000.0
1516,Apartment,2,2.5,Suburban,2022,2,1,12765000.0
1798,Independent House,3,2.5,Downtown,2019,3,1,17901000.0
1875,Independent House,3,4.0,Suburban,1980,2,1,17242000.0
89949,Agricultural Land,0,0.0,Rural,1950,0,0,10080000.0
1818,Independent House,3,1.5,Downtown,2024,3,1,18178000.0
3168,Independent House,4,4.0,Downtown,1966,3,0,25964000.0
1544,Apartment,2,2.5,Suburban,1998,1,1,12108000.0
53612,Agricultural Land,0,0.0,Suburban,1950,0,0,7482000.0
1617,Apartment,2,2.0,Downtown,1952,2,1,13048000.0
1506,Apartment,2,3.0,Suburban,2004,3,1,12317000.0
1812,Villa,5,2.5,Rural,2021,2,1,19881000.0
1602,Independent House,4,1.5,Suburban,1989,2,1,15550000.0
1199,Independent House,4,3.0,Suburban,2015,3,1,14015000.0
2791,Independent House,2,2.5,Suburban,1989,1,1,21627000.0
2979,Penthouse,3,2.5,Suburban,1979,3,1,26553000.0
1047,Apartment,2,3.0,Downtown,1974,1,1,10817000.0
3311,Penthouse,3,2.0,Suburban,1956,3,0,27624000.0
2640,Villa,5,2.5,Rural,1999,3,0,24725000.0
1589,Independent House,3,2.5,Downtown,1950,1,1,16171000.0
2153,Independent House,4,2.0,Suburban,1993,1,1,18969000.0
1488,Apartment,1,1.0,Downtown,1998,2,1,12886000.0
1542,Penthouse,4,2.5,Suburban,1956,3,1,17374000.0
1519,Independent House,4,1.0,Suburban,1952,2,1,14900000.0
1636,Apartment,1,2.5,Suburban,1950,2,1,12356000.0
1724,Independent House,2,3.5,Suburban,2000,1,1,15789000.0
68835,Agricultural Land,0,0.0,Downtown,1950,0,0,12082000.0
1802,Independent House,2,1.5,Suburban,1987,1,0,15257000.0
96269,Agricultural Land,0,0.0,Suburban,1950,0,0,12183000.0
1126,Apartment,2,1.0,Downtown,1992,2,1,10995000.0
1738,Apartment,3,1.5,Rural,2004,1,1,11047000.0
1059,Apartment,1,2.0,Downtown,2006,3,1,10964000.0
1931,Independent House,2,3.5,Suburban,2002,1,1,16345000.0
924,Apartment,3,2.0,Suburban,1982,1,1,9284000.0
1178,Apartment,2,1.0,Suburban,2011,3,1,10467000.0
203491,Agricultural Land,0,0.0,Downtown,1950,0,0,26909000.0
2350,Penthouse,4,2.5,Suburban,1960,1,1,21907000.0
3337,Villa,3,2.5,Downtown,2021,2,1,32937000.0
1795,Apartment,2,2.0,Suburban,2001,2,1,13297000.0
1559,Apartment,3,2.5,Suburban,1950,2,1,12192000.0
1101,Apartment,2,1.5,Suburban,1963,1,1,9021000.0
3800,Villa,5,2.5,Rural,1970,1,1,32144000.0
45003,Agricultural Land,0,0.0,Rural,1950,0,0,5231000.0
1474,Independent House,2,1.5,Suburban,1983,1,0,13408000.0
1677,Apartment,3,1.5,Suburban,1963,2,0,12558000.0
2481,Independent House,2,3.0,Downtown,1989,1,0,20595000.0
1231,Apartment,3,2.0,Rural,1984,3,1,9407000.0
1702,Independent House,4,1.5,Rural,1991,1,0,13217000.0
4256,Villa,4,3.5,Downtown,1969,2,0,38047000.0
2781,Villa,5,2.5,Suburban,2009,3,1,29148000.0
1158,Apartment,1,1.5,Rural,1958,3,1,6861000.0
821,Apartment,3,2.5,Downtown,1982,2,1,10486000.0
149086,Agricultural Land,0,0.0,Suburban,1950,0,0,18494000.0
947,Apartment,1,3.0,Suburban,1998,3,0,9030000.0
1782,Apartment,1,2.5,Suburban,2017,3,1,13862000.0
1488,Apartment,3,1.5,Downtown,1953,3,0,12832000.0
1521,Apartment,2,2.5,Downtown,1997,3,1,13501000.0
2258,Independent House,4,2.5,Downtown,1965,3,1,20303000.0
2161,Penthouse,3,3.0,Rural,1996,1,1,18991000.0
1004,Apartment,2,1.5,Suburban,1975,2,1,9120000.0
2280,Independent House,2,2.5,Suburban,2019,2,1,19140000.0
2476,Villa,5,1.0,Suburban,1986,1,1,25087000.0
1588,Independent House,3,2.5,Downtown,1971,1,0,15906000.0
63289,Agricultural Land,0,0.0,Rural,1950,0,0,6966000.0
121215,Agricultural Land,0,0.0,Rural,1950,0,0,13574000.0
1670,Apartment,2,4.0,Suburban,1956,2,0,13062000.0
2736,Penthouse,3,1.5,Suburban,1991,2,1,24589000.0
2594,Independent House,3,1.5,Suburban,1979,1,1,20328000.0
125014,Agricultural Land,0,0.0,Suburban,1950,0,0,15397000.0
1703,Independent House,2,2.0,Downtown,2023,1,1,16985000.0
206871,Agricultural Land,0,0.0,Suburban,1950,0,0,25292000.0
2320,Penthouse,4,2.5,Rural,1955,3,1,19903000.0
1767,Apartment,3,1.5,Downtown,1973,1,1,13524000.0
1857,Independent House,3,2.5,Suburban,2015,1,0,16763000.0
31934,Agricultural Land,0,0.0,Downtown,1950,0,0,8274000.0
66957,Agricultural Land,0,0.0,Downtown,1950,0,0,12030000.0
869,Apartment,3,3.0,Suburban,1989,3,1,10136000.0
4787,Villa,4,2.5,Downtown,1964,3,1,41322000.0
1473,Apartment,2,2.5,Rural,2002,2,0,9600000.0
651,Apartment,3,2.0,Suburban,1954,2,1,7833000.0
3163,Independent House,3,3.5,Downtown,1985,1,0,24249000.0
1137,Apartment,3,1.5,Suburban,2023,3,1,10950000.0
3088,Penthouse,3,1.5,Suburban,1995,3,0,26233000.0
1140,Apartment,1,2.0,Downtown,1972,2,0,10412000.0
2542,Penthouse,3,2.5,Suburban,1994,2,0,23235000.0
1414,Apartment,1,3.0,Suburban,1959,1,0,10394000.0
1390,Apartment,3,1.0,Downtown,2003,3,1,12681000.0
1217,Apartment,2,3.0,Rural,2019,2,1,9331000.0
1018,Apartment,3,3.0,Downtown,1981,1,1,10728000.0
908,Apartment,2,2.0,Downtown,1992,1,1,10029000.0
1463,Apartment,1,2.5,Suburban,1964,1,1,10716000.0
1185,Independent House,3,1.5,Downtown,2015,2,1,14628000.0
860,Apartment,3,1.5,Suburban,1964,2,1,8249000.0
2551,Independent House,3,3.0,Suburban,1969,2,1,20529000.0
2296,Independent House,2,2.0,Downtown,1999,2,0,19908000.0
115184,Agricultural Land,0,0.0,Rural,1950,0,0,12954000.0
139926,Agricultural Land,0,0.0,Suburban,1950,0,0,17714000.0
2279,Independent House,3,1.5,Suburban,1955,2,1,18768000.0
779,Apartment,2,2.5,Suburban,1966,3,0,8292000.0
619,Apartment,3,3.0,Downtown,1975,3,0,8574000.0
93089,Agricultural Land,0,0.0,Suburban,1950,0,0,12412000.0
657,Apartment,3,2.5,Rural,1971,3,1,6643000.0
1716,Apartment,2,1.5,Downtown,2022,3,1,14343000.0
1322,Apartment,1,2.0,Suburban,2013,1,1,11100000.0
1214,Apartment,2,2.5,Suburban,2025,1,1,11124000.0
1161,Apartment,1,1.0,Suburban,2007,3,0,9546000.0
1873,Penthouse,3,1.5,Suburban,1986,2,1,18937000.0
1221,Apartment,1,2.0,Downtown,2021,3,1,11674000.0
3935,Villa,4,2.5,Downtown,1977,3,1,36644000.0
1643,Apartment,1,1.5,Downtown,1998,1,0,12682000.0
1613,Apartment,2,1.5,Suburban,2022,2,1,12482000.0
